"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Thbs1",5.15923384749142e-141,-1.23949680537297,0.141,0.389,1.44448229262065e-136,"G0","Thbs1"
"Stmn1",1.03782325066251e-140,1.80712861763546,0.996,0.213,2.90569753720488e-136,"G0","Stmn1"
"Eif3f",1.51413043546765e-140,0.752823761078778,0.996,0.481,4.23926239322233e-136,"G0","Eif3f"
"Cxcr4",2.14267061584602e-140,-1.28036951990296,0.286,0.549,5.99904919024568e-136,"G0","Cxcr4"
"Gadd45a",4.65165373250065e-140,-1.14996112098498,0.21,0.516,1.30237001202553e-135,"G0","Gadd45a"
"Atp5b",1.00636853059045e-139,0.854372598528008,1,0.507,2.81763061194714e-135,"G0","Atp5b"
"Gm26917",4.35212842569335e-139,1.00781734772321,0.985,0.217,1.21850891662562e-134,"G0","Gm26917"
"Park7",6.57557649572109e-138,1.02474738357695,0.989,0.285,1.84102990727199e-133,"G0","Park7"
"Pygl",1.09388712596828e-137,-1.20203139890255,0.389,0.679,3.06266517528599e-133,"G0","Pygl"
"Gm9493",1.88069617125823e-137,0.975708590145194,0.989,0.27,5.26557314028878e-133,"G0","Gm9493"
"Tpd52",4.09475891900821e-137,-1.39233066121756,0.42,0.622,1.14645060214392e-132,"G0","Tpd52"
"Rac2",3.63966521306943e-136,-1.57083205114411,0.92,0.98,1.01903346635518e-131,"G0","Rac2"
"Hdgf",6.45653363254307e-136,1.28238378466331,0.989,0.155,1.80770028643941e-131,"G0","Hdgf"
"Tomm20",7.66047757980844e-136,0.977190027282524,0.985,0.26,2.14478051279477e-131,"G0","Tomm20"
"Ly6c2",1.764769370491e-135,-1.72765277644315,0.637,0.658,4.94100128350071e-131,"G0","Ly6c2"
"Krtcap2",7.34617001154333e-135,1.11158316622572,0.985,0.144,2.0567806798319e-130,"G0","Krtcap2"
"Lmo2",8.34769056695461e-135,1.51914258144314,0.996,0.126,2.33718640493595e-130,"G0","Lmo2"
"Clec4e",1.41227730020855e-134,-1.30048405464307,0.271,0.566,3.95409398512389e-130,"G0","Clec4e"
"Nsa2",4.52204017439816e-134,1.16401270501756,0.992,0.196,1.266080808028e-129,"G0","Nsa2"
"Sirpa",1.89545505367353e-133,-0.762932220611325,0.145,0.358,5.30689505927514e-129,"G0","Sirpa"
"Snrpd2",4.4930500274521e-133,1.16372702510967,0.985,0.228,1.25796414668604e-128,"G0","Snrpd2"
"Carhsp1",5.54629790450265e-132,-0.735282434995826,0.111,0.328,1.55285248730265e-127,"G0","Carhsp1"
"Gabarap",2.13301765095647e-131,-1.45545821853258,0.916,0.97,5.97202281914793e-127,"G0","Gabarap"
"Atp5a1",2.56517957040873e-131,0.988480884945593,0.981,0.301,7.18198976123036e-127,"G0","Atp5a1"
"Tra2b",3.41550056273348e-131,1.11240155715004,0.989,0.242,9.56271847554121e-127,"G0","Tra2b"
"Gm42418",7.43778721058457e-131,1.41482674257814,0.996,0.246,2.08243166321947e-126,"G0","Gm42418"
"Cnn2",7.16964551732887e-130,-1.32494289232401,0.599,0.786,2.00735735194174e-125,"G0","Cnn2"
"Eif3a",1.22237106454802e-129,1.11455569211165,0.985,0.183,3.42239450652155e-125,"G0","Eif3a"
"Plp2",2.90966568682118e-129,-1.1455458648002,0.34,0.624,8.14648198996195e-125,"G0","Plp2"
"Cdk6",2.96749752795221e-129,1.5721416185002,0.985,0.103,8.30839957876061e-125,"G0","Cdk6"
"Myadm",8.86468382806748e-129,-0.779845273997683,0.076,0.248,2.48193417818233e-124,"G0","Myadm"
"Calr",9.10306744709995e-129,1.11909307073808,0.992,0.249,2.54867682383905e-124,"G0","Calr"
"Rbm25",4.32131243775131e-128,0.868882321793798,0.989,0.315,1.20988105632161e-123,"G0","Rbm25"
"Cd300a",4.62305416675623e-128,-1.01181198653345,0.263,0.436,1.29436270560841e-123,"G0","Cd300a"
"Hnrnpa2b1",1.51488052248983e-127,0.821623831959428,0.992,0.511,4.24136248686703e-123,"G0","Hnrnpa2b1"
"Rpl23a-ps3",2.73855812372958e-127,0.694747273651118,0.992,0.493,7.66741503481809e-123,"G0","Rpl23a-ps3"
"Eef1d",2.82692682617397e-127,0.971040167084968,0.985,0.246,7.91482972792189e-123,"G0","Eef1d"
"Atp5g1",2.27817251445748e-126,1.14224980192552,0.985,0.213,6.37842740597806e-122,"G0","Atp5g1"
"Ctsd",3.24822725473083e-125,-1.47144158650978,0.794,0.845,9.09438666779538e-121,"G0","Ctsd"
"Ltb4r1",3.61940096966036e-125,-0.829524469937676,0.187,0.408,1.01335988348551e-120,"G0","Ltb4r1"
"Fth1",6.4822791468127e-125,-1.24931133912317,1,0.999,1.81490851552462e-120,"G0","Fth1"
"Adipor1",1.84003408777473e-124,-1.35474722682887,0.71,0.82,5.15172743895169e-120,"G0","Adipor1"
"Tagln2",1.39461317834846e-123,0.72649852269613,0.992,0.289,3.90463797674002e-119,"G0","Tagln2"
"Vasp",2.21281493112734e-123,-1.33303478555336,0.679,0.821,6.19543924417034e-119,"G0","Vasp"
"Eif3h",2.358122691651e-123,0.853625249365439,0.981,0.335,6.60227191208447e-119,"G0","Eif3h"
"Plaur",3.45396982167083e-123,-1.27570541846303,0.393,0.646,9.67042470671398e-119,"G0","Plaur"
"Cybb",6.80758729537864e-123,-1.22252167249424,0.168,0.451,1.90598829096011e-118,"G0","Cybb"
"Arpc5",9.66409141328918e-123,-1.33481230415739,0.832,0.894,2.7057523138927e-118,"G0","Arpc5"
"H2afy",9.92323560069047e-123,2.13998985931296,0.992,0.228,2.77830750348132e-118,"G0","H2afy"
"Slc25a5",1.39404361882872e-122,0.880620883330591,0.996,0.504,3.90304332399664e-118,"G0","Slc25a5"
"Chd4",8.45453005614822e-122,1.0798196106369,0.973,0.212,2.36709932512038e-117,"G0","Chd4"
"Ranbp1",4.1217446893213e-121,1.26390956952165,0.985,0.158,1.15400607811618e-116,"G0","Ranbp1"
"Snrpb",1.16797581740061e-120,0.933604131501955,0.973,0.328,3.27009869355822e-116,"G0","Snrpb"
"Swi5",1.79198714018767e-120,0.843790681568241,0.985,0.284,5.01720559509745e-116,"G0","Swi5"
"Eif3i",1.96148087076148e-120,1.08043995451876,0.962,0.142,5.49175414195799e-116,"G0","Eif3i"
"Itm2b",2.33094911232787e-120,-1.09150357766982,1,0.991,6.52619132469557e-116,"G0","Itm2b"
"Arhgdib",3.96272771005215e-119,-1.21199570218831,0.996,0.947,1.1094845042604e-114,"G0","Arhgdib"
"Coro1a",6.33512036634239e-119,-1.33162454568343,0.973,0.986,1.77370700016854e-114,"G0","Coro1a"
"Hnrnpab",7.13810079067549e-119,1.14929515782441,0.966,0.191,1.99852545937332e-114,"G0","Hnrnpab"
"Metap2",9.68354728584575e-119,1.098864182769,0.969,0.174,2.71119956909109e-114,"G0","Metap2"
"Adgrg1",9.95933788201954e-119,1.47948382885336,0.958,0.027,2.78841542020783e-114,"G0","Adgrg1"
"Ncf4",2.23149375354982e-118,-1.05490180892324,0.427,0.612,6.24773621118879e-114,"G0","Ncf4"
"AI662270",2.26933697126701e-118,1.04220745693,0.966,0.141,6.35368965215337e-114,"G0","AI662270"
"Ssr4",4.29543363407375e-118,0.876717212944548,0.985,0.275,1.20263550886797e-113,"G0","Ssr4"
"Dgat1",1.39828706539783e-117,-0.796309671241528,0.218,0.433,3.91492412570084e-113,"G0","Dgat1"
"Impdh2",1.46142343681818e-117,1.17364072987053,0.954,0.105,4.09169333840354e-113,"G0","Impdh2"
"Fbl",1.95984801151386e-117,1.0663869387807,0.962,0.106,5.48718246263651e-113,"G0","Fbl"
"Mif",5.1020857641593e-117,1.32589799824597,0.981,0.181,1.42848197224932e-112,"G0","Mif"
"Klf2",9.45844268967535e-117,-1.40733317612892,0.29,0.613,2.6481747842553e-112,"G0","Klf2"
"Picalm",1.8545584478961e-116,-1.14132646265637,0.351,0.511,5.19239274241949e-112,"G0","Picalm"
"Eif3m",4.9071682546367e-116,0.880803210907032,0.973,0.208,1.37390896793318e-111,"G0","Eif3m"
"Eif5a",8.01759497151287e-116,0.756019460921382,0.992,0.569,2.24476624012417e-111,"G0","Eif5a"
"Tsix",8.36101783875487e-116,1.30159678968341,0.966,0.112,2.34091777449459e-111,"G0","Tsix"
"Mef2c",1.18508696690175e-115,1.6213352088291,0.977,0.076,3.31800648993153e-111,"G0","Mef2c"
"Selplg",2.33063927337655e-115,-1.50248675073314,0.683,0.791,6.52532383759967e-111,"G0","Selplg"
"Ywhae",1.24594222349413e-114,0.845978640624672,0.981,0.337,3.48838903733887e-110,"G0","Ywhae"
"Acin1",4.74445471598658e-114,0.953857755658018,0.973,0.197,1.32835243138192e-109,"G0","Acin1"
"Gpcpd1",4.82244349854703e-114,-0.939671635651877,0.202,0.359,1.3501877307232e-109,"G0","Gpcpd1"
"Ssb",3.13917849859892e-113,1.00317643080654,0.962,0.227,8.78907196037725e-109,"G0","Ssb"
"Ctla2a",3.69690590597713e-113,1.79740618234132,0.989,0.05,1.03505971555548e-108,"G0","Ctla2a"
"Spi1",9.48775420940003e-113,-1.34617950089889,0.771,0.894,2.65638142354782e-108,"G0","Spi1"
"Eif3c",1.9879875171059e-112,0.992009764409411,0.962,0.193,5.56596745039309e-108,"G0","Eif3c"
"Ncf1",1.15587678924252e-111,-1.11202709628202,0.408,0.645,3.2362238345212e-107,"G0","Ncf1"
"Cd9",1.55361415807541e-111,-1.47753374932911,0.519,0.853,4.34980891977955e-107,"G0","Cd9"
"Mbnl1",1.79162548976245e-111,0.813455846319562,0.977,0.275,5.01619304623691e-107,"G0","Mbnl1"
"Sepw1",3.17146336684806e-111,1.09809642106975,0.969,0.119,8.8794631345012e-107,"G0","Sepw1"
"Ncf2",8.81115768832406e-111,-1.24837071305598,0.664,0.813,2.46694792957697e-106,"G0","Ncf2"
"Pcbp1",1.22895428066659e-110,0.724562168076915,0.985,0.317,3.44082619501033e-106,"G0","Pcbp1"
"Myo1f",2.39649229831733e-110,-0.841809816619872,0.248,0.47,6.70969913682887e-106,"G0","Myo1f"
"Arrdc3",2.40785750414607e-110,-0.92009697554331,0.191,0.319,6.74151944010815e-106,"G0","Arrdc3"
"Tpr",7.0076779807093e-110,0.901406112158978,0.977,0.231,1.96200968103899e-105,"G0","Tpr"
"Cebpe",3.00796481374696e-109,-0.875893357943758,0.176,0.345,8.42169988552873e-105,"G0","Cebpe"
"Rhog",7.46763484632603e-109,-1.10016286947457,0.595,0.707,2.09078840427436e-104,"G0","Rhog"
"Gltscr2",1.23680831770682e-108,0.745629275738366,0.989,0.307,3.46281592791556e-104,"G0","Gltscr2"
"Sod1",1.87520987817089e-108,1.05911858641401,0.947,0.119,5.25021261690285e-104,"G0","Sod1"
"Cd53",2.13724701554294e-108,-1.28901401625436,0.576,0.802,5.98386419411712e-104,"G0","Cd53"
"Lcp1",5.67229780661831e-108,-1.38375898671656,0.771,0.923,1.58812993989699e-103,"G0","Lcp1"
"Snx20",1.21537512541597e-107,-0.908801793237695,0.237,0.412,3.40280727613962e-103,"G0","Snx20"
"Tnfaip2",3.73581649512058e-107,-1.10043386286086,0.313,0.471,1.04595390230386e-102,"G0","Tnfaip2"
"Myl12b",3.91126357197645e-107,-1.17776445198581,0.847,0.871,1.09507557488197e-102,"G0","Myl12b"
"Cct2",7.54379515972369e-107,0.963491034357968,0.943,0.153,2.11211176881944e-102,"G0","Cct2"
"mt-Nd5",1.57155135167253e-106,1.01492479693138,0.95,0.176,4.40002947441274e-102,"G0","mt-Nd5"
"Srrm1",1.82117128022348e-106,0.935334153947081,0.962,0.207,5.09891535036971e-102,"G0","Srrm1"
"Nhp2l1",2.19733760702243e-106,0.945368312110539,0.958,0.186,6.15210583214139e-102,"G0","Nhp2l1"
"Eif2s2",2.50356221739763e-106,0.898963167292494,0.973,0.252,7.00947349626988e-102,"G0","Eif2s2"
"St3gal5",6.77034204907996e-106,-0.760233767529545,0.137,0.354,1.89556036690141e-101,"G0","St3gal5"
"Dek",8.64317380114975e-106,1.18465904948205,0.966,0.178,2.41991580084591e-101,"G0","Dek"
"Map1lc3b",8.74058720193695e-106,-1.3173750491878,0.924,0.897,2.44718960479831e-101,"G0","Map1lc3b"
"Prdx1",1.24758983102366e-105,1.02582100968368,0.95,0.201,3.49300200890004e-101,"G0","Prdx1"
"Sfpq",1.32296261291355e-105,0.804712959143104,0.977,0.278,3.70403072363535e-101,"G0","Sfpq"
"Srsf11",1.47178695410572e-105,0.88560454988883,0.966,0.205,4.12070911410518e-101,"G0","Srsf11"
"Shfm1",2.19500646482103e-105,-0.929858904543372,0.996,0.961,6.14557910020592e-101,"G0","Shfm1"
"Cdk4",3.0780789065011e-105,1.07257647541478,0.935,0.101,8.61800532242179e-101,"G0","Cdk4"
"Kcnq1ot1",4.19068683771348e-105,1.44060412904175,0.966,0.078,1.17330850082302e-100,"G0","Kcnq1ot1"
"Mrpl52",5.25581332237924e-105,1.0124311321987,0.962,0.111,1.47152261399974e-100,"G0","Mrpl52"
"Tmem256",7.24638913046489e-105,0.880684874876845,0.958,0.207,2.02884402874756e-100,"G0","Tmem256"
"Eif4a1",1.12247919078297e-104,0.797168497728623,0.966,0.346,3.14271723835416e-100,"G0","Eif4a1"
"Tmem176b",1.33277535827529e-104,1.22502275983497,0.947,0.048,3.73150444809915e-100,"G0","Tmem176b"
"Nfam1",2.18789036622267e-104,-0.745216239991797,0.183,0.359,6.12565544735023e-100,"G0","Nfam1"
"Arpc1b",2.6440782022953e-104,-1.00072312773857,0.992,0.967,7.40289015078637e-100,"G0","Arpc1b"
"Pdap1",4.19597415298587e-104,0.965214144359835,0.954,0.187,1.17478884335298e-99,"G0","Pdap1"
"Tcp1",6.89122036508391e-104,0.976201952300298,0.935,0.136,1.92940387781619e-99,"G0","Tcp1"
"Ptprcap",4.60189542058359e-103,1.26165681024433,0.962,0.107,1.28843867985499e-98,"G0","Ptprcap"
"Hmgn1",5.78252800519012e-103,1.13922795884086,0.947,0.059,1.61899219089313e-98,"G0","Hmgn1"
"Rsrp1",7.23470157130641e-103,-1.29850138823553,0.767,0.874,2.02557174593437e-98,"G0","Rsrp1"
"Hnrnpa3",7.49879447550006e-103,0.708669755753561,0.973,0.385,2.09951247725051e-98,"G0","Hnrnpa3"
"Ptprc",8.69626677956872e-103,-1.27500262026707,0.737,0.81,2.43478077294365e-98,"G0","Ptprc"
"Ndufc2",1.6472059878864e-102,0.858291855211535,0.943,0.19,4.61184732488436e-98,"G0","Ndufc2"
"Fkbp3",1.79470514930097e-102,1.10445370381333,0.939,0.119,5.02481547701285e-98,"G0","Fkbp3"
"Ndufb5",2.92436238357665e-102,0.736260092238104,0.958,0.232,8.1876298015379e-98,"G0","Ndufb5"
"Cbx1",3.39413849696935e-102,0.976294667360643,0.947,0.144,9.50290896381478e-98,"G0","Cbx1"
"Csnk1a1",5.26002165153814e-102,0.73636613796389,0.985,0.249,1.47270086199765e-97,"G0","Csnk1a1"
"Actn1",5.28013813134532e-102,-0.845303546423459,0.248,0.485,1.47833307401406e-97,"G0","Actn1"
"Hacd4",5.29846666895298e-102,-0.944021921018694,0.191,0.422,1.48346469797346e-97,"G0","Hacd4"
"Mrpl23",5.55649798412889e-102,0.84091186861821,0.947,0.149,1.55570830559641e-97,"G0","Mrpl23"
"Sh3bgrl3",2.25053446276522e-101,-0.971831912021371,0.992,0.985,6.30104638885007e-97,"G0","Sh3bgrl3"
"Prrc2c",4.82636153316209e-101,0.927435781691029,0.958,0.199,1.35128470205472e-96,"G0","Prrc2c"
"S100a10",7.13241439861576e-101,1.00274553760098,0.95,0.136,1.99693338332444e-96,"G0","S100a10"
"Timp2",2.25636321785234e-100,-0.792910910069916,0.198,0.356,6.31736573734298e-96,"G0","Timp2"
"G3bp1",5.33427821500524e-100,0.967886737288759,0.92,0.125,1.49349121463717e-95,"G0","G3bp1"
"Snrpd1",1.08793311438073e-99,1.01881989275383,0.935,0.163,3.04599513364317e-95,"G0","Snrpd1"
"Nme1",3.45318894296255e-99,1.05456069260399,0.939,0.13,9.66823840250656e-95,"G0","Nme1"
"Eif5b",4.05743843128976e-99,0.938378357934409,0.95,0.158,1.13600161199251e-94,"G0","Eif5b"
"Nudc",4.38986312504069e-99,0.957407397453769,0.931,0.134,1.22907387774889e-94,"G0","Nudc"
"Fubp1",4.9817280433708e-99,1.01143541013485,0.935,0.107,1.39478421758296e-94,"G0","Fubp1"
"Mrpl33",1.30196301782906e-98,-1.19511455385038,0.931,0.948,3.6452360573178e-94,"G0","Mrpl33"
"Ngfrap1",3.57281920804577e-98,1.0614508936262,0.92,0.067,1.00031792186865e-93,"G0","Ngfrap1"
"Arpc3",3.76772421503005e-98,-1.06431003989171,0.969,0.941,1.05488742572411e-93,"G0","Arpc3"
"Atrx",5.59566890880811e-98,0.820009179233866,0.966,0.231,1.56667538108809e-93,"G0","Atrx"
"Zfos1",8.8442932120689e-98,1.25833484186942,0.962,0.166,2.47622521351505e-93,"G0","Zfos1"
"Crip1",1.38688141033664e-97,0.778898708356995,0.981,0.356,3.88299057266053e-93,"G0","Crip1"
"Hspd1",3.20994310154126e-97,0.986707886574836,0.939,0.126,8.98719869569522e-93,"G0","Hspd1"
"Arglu1",4.25945615885191e-97,0.923691737531473,0.958,0.173,1.19256253535536e-92,"G0","Arglu1"
"Pa2g4",1.82063898219623e-96,1.08667518127669,0.931,0.104,5.09742502235301e-92,"G0","Pa2g4"
"Tomm5",2.00963737456956e-96,0.8334265054851,0.947,0.191,5.62658272131985e-92,"G0","Tomm5"
"Glrx",2.29336325475907e-96,-1.02941514366116,0.546,0.637,6.42095844067446e-92,"G0","Glrx"
"H2afv",2.42042215273996e-96,0.936900241204249,0.977,0.295,6.77669794324134e-92,"G0","H2afv"
"Npm3",2.8134311727171e-96,0.882551979337536,0.943,0.123,7.87704459737335e-92,"G0","Npm3"
"Cct4",7.31542640773597e-96,0.869940771716359,0.943,0.187,2.04817308563792e-91,"G0","Cct4"
"Mtdh",1.03645002264901e-95,0.828115042485733,0.958,0.208,2.90185277341269e-91,"G0","Mtdh"
"C1qbp",4.158013153607e-95,0.994230552384446,0.916,0.079,1.16416052274689e-90,"G0","C1qbp"
"Adpgk",4.83287140616729e-95,-0.861034704731051,0.225,0.402,1.35310733629872e-90,"G0","Adpgk"
"Hp1bp3",6.00493195024328e-95,0.872084116074868,0.958,0.219,1.68126084742911e-90,"G0","Hp1bp3"
"Ets2",7.19799983088036e-95,-0.826004951195577,0.206,0.333,2.01529599264988e-90,"G0","Ets2"
"Hnrnpm",1.71365179522901e-94,0.734823184779584,0.95,0.278,4.79788229628219e-90,"G0","Hnrnpm"
"R3hdm4",2.63907889500335e-94,-1.09192540288848,0.676,0.713,7.38889309023039e-90,"G0","R3hdm4"
"Ikbkap",2.90489190717369e-94,-0.870766728905117,0.309,0.394,8.1331163617049e-90,"G0","Ikbkap"
"Itgal",2.91245041253839e-94,-0.880562917755573,0.279,0.413,8.15427866502499e-90,"G0","Itgal"
"Fbxl5",5.69660578067854e-94,-0.889825727543054,0.26,0.417,1.59493568647438e-89,"G0","Fbxl5"
"Arpc2",6.12757196869954e-94,-0.926858787052146,0.989,0.96,1.7155975997965e-89,"G0","Arpc2"
"Klf3",1.15603768802425e-93,-1.05874974673167,0.328,0.477,3.23667431893029e-89,"G0","Klf3"
"Mir142hg",2.01946572197337e-93,-0.695469772777789,0.149,0.289,5.65410012838105e-89,"G0","Mir142hg"
"Cmtm6",2.79066160556371e-93,-0.828433397177029,0.286,0.433,7.81329436325729e-89,"G0","Cmtm6"
"Atp5g3",6.37680033662154e-93,0.795557820559226,0.947,0.254,1.7853765582473e-88,"G0","Atp5g3"
"Mrps33",1.54683640983941e-92,0.748138829016881,0.935,0.205,4.33083258026839e-88,"G0","Mrps33"
"Srsf2",1.83097551528579e-92,0.771452576121467,0.962,0.32,5.12636524769717e-88,"G0","Srsf2"
"Pnkp",3.08312736466224e-92,-0.803689557355379,0.298,0.493,8.63213999558134e-88,"G0","Pnkp"
"Ddx21",4.0294401205258e-92,1.10314586549228,0.916,0.078,1.12816264494481e-87,"G0","Ddx21"
"AY036118",6.8212500731379e-92,0.839165501724815,0.916,0.158,1.90981359547715e-87,"G0","AY036118"
"Gm9843",7.62585619060822e-92,-1.25397367279456,0.927,0.858,2.13508721624649e-87,"G0","Gm9843"
"St13",1.11425840931545e-91,0.777084989900098,0.943,0.178,3.1197006944014e-87,"G0","St13"
"Smc1a",1.12188730906752e-91,0.96152808671374,0.939,0.169,3.14106008792725e-87,"G0","Smc1a"
"Rtp4",1.6069584784137e-91,-1.3159897142229,0.317,0.473,4.49916234786267e-87,"G0","Rtp4"
"Nol7",2.06306093099882e-91,0.837492786393184,0.927,0.172,5.77615799461049e-87,"G0","Nol7"
"Samhd1",4.63373499666587e-91,-1.11196704982351,0.534,0.621,1.29735312436651e-86,"G0","Samhd1"
"Bola2",6.8808358080672e-91,0.765915211797757,0.935,0.177,1.92649640954265e-86,"G0","Bola2"
"Ltb",2.75566490235037e-90,-1.13513523656646,0.271,0.525,7.71531059360057e-86,"G0","Ltb"
"Ndufab1",3.19038174470198e-90,0.817929774803074,0.935,0.175,8.93243080881662e-86,"G0","Ndufab1"
"Prpf4b",3.31721289062347e-90,0.925186185592702,0.92,0.136,9.28753265116759e-86,"G0","Prpf4b"
"Ankrd11",5.88962620575691e-90,0.826289187080956,0.95,0.225,1.64897754508782e-85,"G0","Ankrd11"
"Ppp1r2",8.30745961678931e-90,-1.00318091966345,0.55,0.627,2.32592254350867e-85,"G0","Ppp1r2"
"Ssrp1",8.94983390598541e-90,0.941249275160141,0.92,0.131,2.5057744969978e-85,"G0","Ssrp1"
"Eno1",1.03926446482254e-89,-1.03726793527371,0.733,0.735,2.90973264861016e-85,"G0","Eno1"
"Rcc2",2.53007055362897e-89,0.928933107359702,0.912,0.091,7.08369153605038e-85,"G0","Rcc2"
"Cdc42",8.56701345397497e-89,-1.01133727607436,0.939,0.919,2.39859242684391e-84,"G0","Cdc42"
"Luc7l3",1.83457998828288e-88,0.819733124816255,0.912,0.166,5.1364570511944e-84,"G0","Luc7l3"
"Llph",3.19977607438422e-88,0.752814734343117,0.939,0.216,8.95873305306094e-84,"G0","Llph"
"Polr2f",5.88808788479595e-88,0.766581417918957,0.924,0.154,1.64854684598517e-83,"G0","Polr2f"
"Myb",8.02195831061827e-88,0.994889431392294,0.916,0.099,2.2459878878069e-83,"G0","Myb"
"Hnrnpd",9.30940261435274e-88,0.889548772215514,0.901,0.156,2.60644654396648e-83,"G0","Hnrnpd"
"Cct3",1.02743894442118e-87,0.931616861073639,0.901,0.097,2.87662355659043e-83,"G0","Cct3"
"Nop58",1.0927030244667e-87,1.04972604124125,0.889,0.076,3.05934992790186e-83,"G0","Nop58"
"Nhp2",1.12964701880985e-87,0.928144446261585,0.905,0.128,3.16278572326383e-83,"G0","Nhp2"
"Bclaf1",1.42872194290466e-87,0.848287825179107,0.92,0.15,4.00013569574448e-83,"G0","Bclaf1"
"Slc25a4",1.72819092410711e-87,0.929176267413281,0.897,0.062,4.8385889493151e-83,"G0","Slc25a4"
"Rrbp1",1.85510248740291e-87,0.693514609565442,0.969,0.255,5.19391594423067e-83,"G0","Rrbp1"
"Banf1",2.85278935097015e-87,0.95206412165507,0.912,0.159,7.98723962484622e-83,"G0","Banf1"
"U2af1",3.36121704181905e-87,0.723094968979165,0.954,0.272,9.41073547368498e-83,"G0","U2af1"
"Ap1s2",8.49862609869765e-87,-0.710922840951224,0.195,0.379,2.37944533511337e-82,"G0","Ap1s2"
"Timm13",8.93248664958093e-87,0.740076463636166,0.935,0.225,2.50091761214967e-82,"G0","Timm13"
"Sox4",1.92930173901656e-86,1.50323620497751,0.908,0.033,5.40165900889856e-82,"G0","Sox4"
"Taf1d",4.15491801185585e-86,0.931615224234482,0.901,0.09,1.1632939449594e-81,"G0","Taf1d"
"Trim28",5.08272367340824e-86,0.797944959672142,0.889,0.095,1.42306097408084e-81,"G0","Trim28"
"Cbx3",1.33804284798355e-85,0.828815444780361,0.935,0.203,3.74625236578434e-81,"G0","Cbx3"
"Ypel3",1.90127550161636e-85,-1.21273662897396,0.706,0.742,5.32319114942549e-81,"G0","Ypel3"
"Phb2",3.26602751609268e-85,0.734117042846778,0.905,0.177,9.14422383955629e-81,"G0","Phb2"
"Tuba1b",3.60434782682748e-85,1.31558983878023,0.958,0.213,1.00914530455516e-80,"G0","Tuba1b"
"Tnfrsf1a",4.73384992522181e-85,-0.977639346312586,0.454,0.557,1.3253833020636e-80,"G0","Tnfrsf1a"
"Atp6v1g1",4.89495610631053e-85,-1.04243774433248,0.882,0.855,1.37048981064482e-80,"G0","Atp6v1g1"
"Nucks1",5.75785212442895e-85,1.33478221487246,0.931,0.129,1.61208343779762e-80,"G0","Nucks1"
"Ccnd2",9.49140217918626e-85,0.994933533605481,0.927,0.105,2.65740278212857e-80,"G0","Ccnd2"
"Pgd",1.03991550264831e-84,-0.945237615742484,0.588,0.665,2.91155542431473e-80,"G0","Pgd"
"Txn1",2.96001086093955e-84,-0.914296059874207,1,0.988,8.28743840845855e-80,"G0","Txn1"
"Prmt1",8.9162651671556e-84,0.847401595798038,0.889,0.119,2.49637592150023e-79,"G0","Prmt1"
"Psmd7",2.20339721269872e-83,0.793586368235544,0.889,0.114,6.16907151611386e-79,"G0","Psmd7"
"Uqcc2",3.12438017750256e-83,0.806462975082628,0.905,0.13,8.74763962097166e-79,"G0","Uqcc2"
"Degs1",3.63716336163784e-83,-0.755525203221877,0.317,0.444,1.01833299799136e-78,"G0","Degs1"
"Cct5",6.4793474327467e-83,0.730183957004931,0.916,0.193,1.81408769422042e-78,"G0","Cct5"
"Imp3",8.51149483203747e-83,0.735509286640426,0.893,0.118,2.38304832307385e-78,"G0","Imp3"
"H2afz",1.43421142268928e-82,0.702847354678042,1,0.714,4.01550514124546e-78,"G0","H2afz"
"Abcf1",2.02571259807081e-82,0.813628943040216,0.885,0.109,5.67159013207864e-78,"G0","Abcf1"
"Smarca5",3.95573046736034e-82,0.760951761147073,0.916,0.165,1.10752541625155e-77,"G0","Smarca5"
"Elf1",7.51081620486511e-82,0.864687731442789,0.939,0.175,2.10287832103813e-77,"G0","Elf1"
"Ybx3",9.7618955801283e-82,0.934156674555094,0.878,0.079,2.73313552452432e-77,"G0","Ybx3"
"Tubb5",2.44241026907152e-81,1.27021523934108,0.95,0.223,6.83826027134643e-77,"G0","Tubb5"
"Tsc22d3",2.57411371741399e-81,-1.37187337301909,0.737,0.787,7.20700358601569e-77,"G0","Tsc22d3"
"Cst3",2.77122622321061e-81,-1.04835187531118,0.989,0.943,7.75887917974506e-77,"G0","Cst3"
"Dbi",5.99688704853497e-81,0.694681332126326,0.916,0.232,1.67900843584882e-76,"G0","Dbi"
"Fkbp4",7.88503371333406e-81,0.852927431240247,0.878,0.11,2.20765173905927e-76,"G0","Fkbp4"
"Atg3",9.82618018212497e-81,-0.967396547863426,0.561,0.614,2.75113392739135e-76,"G0","Atg3"
"1810022K09Rik",1.06516756921741e-80,0.818410373211024,0.882,0.122,2.9822561602949e-76,"G0","1810022K09Rik"
"Serp1",1.1109904237743e-80,-1.06192458014142,0.798,0.771,3.11055098848328e-76,"G0","Serp1"
"Ddx46",1.25762845068409e-80,0.804912033429297,0.905,0.146,3.52110813622531e-76,"G0","Ddx46"
"Padi4",1.39698430305064e-80,-0.789648072495635,0.244,0.425,3.91127665168118e-76,"G0","Padi4"
"Plac8",2.84988836751294e-80,0.915800518271276,0.985,0.563,7.97911745136272e-76,"G0","Plac8"
"Cbfa2t3",7.18531055118573e-80,1.07432527453805,0.889,0.047,2.01174324812098e-75,"G0","Cbfa2t3"
