"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Actr3",1.1440963609935e-79,-0.911673249577654,0.924,0.812,3.2032409915096e-75,"G0","Actr3"
"Gmfg",4.54457412854822e-79,-0.866764289320219,0.985,0.971,1.27238986451093e-74,"G0","Gmfg"
"Trp53",7.59132239268344e-79,0.726048206503814,0.87,0.106,2.12541844350351e-74,"G0","Trp53"
"Aimp1",8.92482860760477e-79,0.731684736574303,0.901,0.141,2.49877351355718e-74,"G0","Aimp1"
"Dapp1",1.49963644215513e-78,0.78408616844121,0.905,0.141,4.19868211074594e-74,"G0","Dapp1"
"Hsp90b1",2.09193218770365e-78,0.701392651695597,0.927,0.227,5.85699173913269e-74,"G0","Hsp90b1"
"Parp1",3.41767241723853e-78,0.797370164071251,0.851,0.064,9.56879923378442e-74,"G0","Parp1"
"Fundc2",3.46702587422758e-78,0.766688304132738,0.866,0.102,9.70697904266239e-74,"G0","Fundc2"
"Nop56",6.63979323568234e-78,0.927623829302469,0.87,0.093,1.85900931012634e-73,"G0","Nop56"
"Bcl11a",1.28946599325905e-77,1.01420527303923,0.874,0.06,3.61024688792668e-73,"G0","Bcl11a"
"Ptges3",1.47382731202789e-77,0.718829517204717,0.912,0.199,4.1264217082157e-73,"G0","Ptges3"
"Anxa11",1.52138408453047e-77,-0.785769369325898,0.378,0.495,4.2595711598684e-73,"G0","Anxa11"
"Dnajc2",2.18537969483739e-77,0.792359066439358,0.878,0.12,6.11862606960573e-73,"G0","Dnajc2"
"Dut",2.35066641474345e-77,0.99808259089016,0.897,0.128,6.58139582799871e-73,"G0","Dut"
"Hnrnpa0",3.49570490656764e-77,0.726139625274864,0.885,0.128,9.78727459740809e-73,"G0","Hnrnpa0"
"Pnn",3.82914025013659e-77,0.785472015933125,0.893,0.14,1.07208268723324e-72,"G0","Pnn"
"Thoc7",3.86527933987621e-77,0.701754790586813,0.905,0.161,1.08220090957854e-72,"G0","Thoc7"
"Chil3",8.40174727291126e-77,-2.15456378214821,0.58,0.435,2.35232120146969e-72,"G0","Chil3"
"Pkm",2.72686436379041e-76,-0.919908800640022,0.954,0.912,7.6346748457404e-72,"G0","Pkm"
"Mat2a",3.15078854436697e-76,0.913208328719692,0.908,0.122,8.82157776651864e-72,"G0","Mat2a"
"Ndufa12",3.4649770518493e-76,0.802063945126102,0.878,0.149,9.70124274976767e-72,"G0","Ndufa12"
"Cd82",3.76361066629353e-76,-0.753140009412549,0.202,0.373,1.05373571434886e-71,"G0","Cd82"
"Glrx3",1.81478248276347e-75,0.715726890600889,0.863,0.111,5.08102799524115e-71,"G0","Glrx3"
"Foxp1",1.84162201599376e-75,0.746900598714926,0.916,0.158,5.15617332037933e-71,"G0","Foxp1"
"Rabgap1l",2.39616717015425e-75,0.905980231128822,0.882,0.084,6.70878884299788e-71,"G0","Rabgap1l"
"Fam49b",3.44937819170944e-75,-0.903943862675697,0.752,0.713,9.65756906114808e-71,"G0","Fam49b"
"Runx3",3.89781784933858e-75,0.887222829509475,0.866,0.063,1.09131104145782e-70,"G0","Runx3"
"Rps27rt",1.13798891248608e-74,-1.18801854854322,0.908,0.777,3.18614135717853e-70,"G0","Rps27rt"
"Wbp5",1.16725845804171e-74,0.755072439411415,0.847,0.093,3.26809023082519e-70,"G0","Wbp5"
"Hmgn5",1.18738259135423e-74,0.911893313002196,0.851,0.099,3.32443377927358e-70,"G0","Hmgn5"
"Rdx",1.38223574747766e-74,0.729787304763929,0.897,0.195,3.86998364578796e-70,"G0","Rdx"
"Sumo3",1.88633993448066e-74,0.695307196474769,0.893,0.157,5.28137454855896e-70,"G0","Sumo3"
"Hnrnpr",2.49788503466683e-74,0.762563034719239,0.874,0.122,6.9935785200602e-70,"G0","Hnrnpr"
"Snap23",2.60851810884202e-74,-0.984661351635566,0.466,0.502,7.3033290011359e-70,"G0","Snap23"
"Psma4",2.79447540196855e-74,0.693782379945988,0.901,0.219,7.82397223043154e-70,"G0","Psma4"
"Dctpp1",3.01724424869293e-74,0.889234460757986,0.893,0.143,8.44768044749046e-70,"G0","Dctpp1"
"Stk17b",3.09086270720163e-74,-1.20458466354713,0.763,0.755,8.65379740762312e-70,"G0","Stk17b"
"Phgdh",5.80150409772337e-74,0.908787063109105,0.851,0.066,1.62430511728059e-69,"G0","Phgdh"
"2700094K13Rik",6.41041459995199e-74,0.828404387139992,0.87,0.139,1.79478787969456e-69,"G0","2700094K13Rik"
"Psmg4",7.05447259334817e-74,0.720487724646084,0.851,0.103,1.97511123668562e-69,"G0","Psmg4"
"Idh2",7.07292294577826e-74,0.801345658382198,0.855,0.076,1.980276966359e-69,"G0","Idh2"
"Cd34",2.82669035958124e-73,1.18846887025027,0.821,0.033,7.91416766875555e-69,"G0","Cd34"
"Car2",2.96730754512272e-73,1.35807721675714,0.882,0.041,8.30786766483458e-69,"G0","Car2"
"Myl6",6.65328253135768e-73,-0.706295971852521,0.996,0.968,1.86278604312952e-68,"G0","Myl6"
"Nadk",9.36977150591508e-73,-0.84842796543596,0.489,0.555,2.6233486262261e-68,"G0","Nadk"
"Wdr43",1.09880172666846e-72,0.87496722750672,0.832,0.064,3.07642507432636e-68,"G0","Wdr43"
"Phf14",1.14112804409843e-72,0.738331617143219,0.878,0.109,3.19493029786678e-68,"G0","Phf14"
"Smc3",3.45349717935721e-72,0.767780667915194,0.859,0.148,9.66910140276432e-68,"G0","Smc3"
"Psip1",9.22686843715985e-72,0.706066353332872,0.874,0.15,2.58333862503602e-67,"G0","Psip1"
"Msi2",1.06148484865485e-71,1.00145880280493,0.844,0.026,2.97194527926384e-67,"G0","Msi2"
"Ltf",1.1174158197587e-71,-2.46724119977513,0.733,0.432,3.1285408121604e-67,"G0","Ltf"
"Mrpl42",1.19786766201635e-71,0.743997253968862,0.855,0.125,3.35378988011337e-67,"G0","Mrpl42"
"Ubb",1.24216121478798e-71,-0.86343028317259,1,0.997,3.47780296916338e-67,"G0","Ubb"
"Rsl1d1",1.4002074086214e-71,0.749443837501583,0.844,0.083,3.92030070265819e-67,"G0","Rsl1d1"
"Ppp1r14b",4.67135057614927e-71,0.833490104886851,0.821,0.072,1.30788473431027e-66,"G0","Ppp1r14b"
"Tmco1",4.99991090119009e-71,0.73358269615038,0.874,0.184,1.3998750541152e-66,"G0","Tmco1"
"H2-Q7",1.06904683413061e-70,0.838556808626979,0.878,0.105,2.99311732619887e-66,"G0","H2-Q7"
"Aldoa",1.12892002098321e-70,-0.958729228101348,0.885,0.852,3.16075027474879e-66,"G0","Aldoa"
"H2-DMa",1.2412313946379e-70,0.807778791993335,0.844,0.076,3.47519965870719e-66,"G0","H2-DMa"
"Hspa9",2.20525536457075e-70,0.76740170918594,0.828,0.086,6.17427396972518e-66,"G0","Hspa9"
"Tspan32",4.6703909303634e-70,0.765817737469271,0.889,0.158,1.30761605268315e-65,"G0","Tspan32"
"Smarcc1",5.62058383721016e-70,0.786026501609174,0.828,0.074,1.5736510627421e-65,"G0","Smarcc1"
"Akr1b3",2.08298882659819e-69,0.719821296776303,0.824,0.088,5.83195211670962e-65,"G0","Akr1b3"
"Sms",2.88648247304077e-69,0.695950565842715,0.809,0.083,8.08157362801956e-65,"G0","Sms"
"Cd44",4.11893825504227e-69,-0.997297043493836,0.679,0.698,1.15322033264674e-64,"G0","Cd44"
"Limd2",5.35208195306521e-69,-1.02979574354553,0.748,0.808,1.4984759052192e-64,"G0","Limd2"
"Cox17",5.99047250699312e-69,-0.985142858969638,0.836,0.76,1.67721249250793e-64,"G0","Cox17"
"Lsm3",8.130839233214e-69,0.697162164156937,0.878,0.201,2.27647236851526e-64,"G0","Lsm3"
"Ehd1",8.20889142755324e-69,-0.735586020289341,0.347,0.424,2.29832542188636e-64,"G0","Ehd1"
"Pdcd4",9.7666075176033e-69,1.12647096091653,0.931,0.15,2.73445477277857e-64,"G0","Pdcd4"
"Tsn",1.18629466155089e-68,0.72919197708221,0.851,0.138,3.32138779341017e-64,"G0","Tsn"
"Alkbh1",1.40144470000798e-68,0.788145950764167,0.844,0.067,3.92376487108236e-64,"G0","Alkbh1"
"Snhg6",1.4574174097621e-68,0.720452305426573,0.863,0.112,4.08047726385194e-64,"G0","Snhg6"
"Anp32e",2.73170794019347e-68,0.813641949740852,0.859,0.15,7.64823589095368e-64,"G0","Anp32e"
"Gnl3",3.89162976715832e-68,0.911177892734799,0.824,0.059,1.08957850220899e-63,"G0","Gnl3"
"Ctcf",5.2275023820547e-68,0.743524468521478,0.866,0.144,1.46359611692767e-63,"G0","Ctcf"
"Eprs",8.96194772051895e-68,0.735454807001581,0.836,0.078,2.5091661227909e-63,"G0","Eprs"
"Ramp1",1.01963284242684e-67,0.855659370211587,0.935,0.313,2.85476803222667e-63,"G0","Ramp1"
"Nedd4",1.64232863732799e-67,0.785364388735547,0.844,0.106,4.5981917187909e-63,"G0","Nedd4"
"Fam133b",1.76706865573573e-67,0.864963536155565,0.855,0.128,4.94743882232891e-63,"G0","Fam133b"
"Igfbp4",1.52422681454862e-66,0.872862152231966,0.832,0.112,4.26753023537322e-62,"G0","Igfbp4"
"Dtymk",1.60384697201294e-66,0.790126003716268,0.84,0.132,4.49045075224182e-62,"G0","Dtymk"
"Fkbp1a",1.88478895254878e-66,0.763077341220495,0.821,0.098,5.27703210934608e-62,"G0","Fkbp1a"
"Apobec3",1.97242013629383e-66,0.746738762497351,0.851,0.128,5.52238189759548e-62,"G0","Apobec3"
"U2surp",2.89899293798946e-66,0.717664670872388,0.847,0.128,8.1166004277829e-62,"G0","U2surp"
"Lyar",2.91872109026966e-66,0.773540342264624,0.821,0.099,8.17183530853699e-62,"G0","Lyar"
"Pstpip1",1.18010067874657e-65,-0.779541422487065,0.393,0.488,3.30404588035464e-61,"G0","Pstpip1"
"Rbbp7",1.77193293031157e-65,0.698670499945987,0.828,0.11,4.96105781828632e-61,"G0","Rbbp7"
"Btg2",3.17669406604164e-65,-1.16353896312422,0.523,0.636,8.89410804610338e-61,"G0","Btg2"
"Angpt1",8.73234616712737e-65,0.952750241637821,0.798,0.007,2.44488227987232e-60,"G0","Angpt1"
"Lyn",4.25294814677856e-64,-0.802828075581555,0.454,0.485,1.19074042213506e-59,"G0","Lyn"
"Psap",5.93330128649645e-64,-0.917085496986642,0.87,0.777,1.66120569419328e-59,"G0","Psap"
"Rab38",1.29680334815854e-63,0.717794915319883,0.779,0.03,3.63079001417428e-59,"G0","Rab38"
"Meis1",1.89615094029549e-63,0.90525787662181,0.813,0.009,5.30884340263932e-59,"G0","Meis1"
"Gar1",2.89013701561374e-63,0.712318129996488,0.786,0.069,8.09180561631535e-59,"G0","Gar1"
"Cytip",5.92556067210711e-63,-1.00463009109187,0.592,0.569,1.65903847697655e-58,"G0","Cytip"
"Tcf4",9.0482033895072e-63,0.778049084859188,0.802,0.042,2.53331598499422e-58,"G0","Tcf4"
"Notch2",5.50867762370595e-62,-0.761078952507463,0.21,0.286,1.54231956108519e-57,"G0","Notch2"
"Txnip",1.72008527004573e-61,-1.06575055635623,0.534,0.575,4.81589473907403e-57,"G0","Txnip"
"Ifitm2",3.92478709088609e-61,-1.00485146669672,0.992,0.948,1.09886188970629e-56,"G0","Ifitm2"
"Ube2s",6.31359278765726e-61,0.717073709813886,0.893,0.237,1.76767970868828e-56,"G0","Ube2s"
"Adgrl4",1.31413585969908e-60,0.838379797219806,0.775,0.027,3.67931757998547e-56,"G0","Adgrl4"
"Ezh2",1.34770675655219e-60,0.794610795068645,0.798,0.106,3.77330937699483e-56,"G0","Ezh2"
"Rhoa",1.40695272960981e-60,-0.80009770119215,0.92,0.854,3.93918625236155e-56,"G0","Rhoa"
"Gsto1",1.92298274002122e-60,0.725079302270973,0.802,0.087,5.3839670755114e-56,"G0","Gsto1"
"Cbx5",3.07648221669894e-59,0.735319354562948,0.771,0.088,8.61353491031369e-55,"G0","Cbx5"
"Arrb2",3.5183537488797e-59,-0.716479452256147,0.439,0.493,9.85068682611339e-55,"G0","Arrb2"
"Sephs2",9.77633236575748e-59,-0.832224094353371,0.553,0.49,2.73717753576478e-54,"G0","Sephs2"
"Mcl1",1.16316161140122e-58,-1.01113075264583,0.836,0.696,3.25661987960114e-54,"G0","Mcl1"
"Tmem176a",1.38441114430691e-58,0.701863597688425,0.76,0.034,3.87607432183048e-54,"G0","Tmem176a"
"Tmbim6",1.47220568958164e-58,-0.856529095225559,0.836,0.792,4.12188148969068e-54,"G0","Tmbim6"
"Hcls1",3.63509387880256e-58,-0.82551729302785,0.653,0.633,1.01775358418714e-53,"G0","Hcls1"
"Card19",4.62273456974688e-58,-0.878128441551697,0.618,0.583,1.29427322483773e-53,"G0","Card19"
"Mndal",6.7537697983807e-58,0.7224782081458,0.779,0.05,1.89092046815063e-53,"G0","Mndal"
"Fosl2",7.25117561073919e-58,-0.915178963460605,0.389,0.469,2.03018414749476e-53,"G0","Fosl2"
"Tsc22d1",1.4155425005552e-57,0.976398591970162,0.805,0.023,3.96323589305444e-53,"G0","Tsc22d1"
"Marcks",2.5066846669063e-57,-0.9094192431838,0.313,0.363,7.01821573040426e-53,"G0","Marcks"
"Ube2b",4.05494929031083e-57,-0.887292521458883,0.79,0.745,1.13530470230123e-52,"G0","Ube2b"
"Cd24a",4.34689017390268e-57,-0.893157802699049,0.782,0.749,1.21704231088927e-52,"G0","Cd24a"
"Srm",6.79132227055166e-57,0.777628554826109,0.763,0.068,1.90143440930905e-52,"G0","Srm"
"Mcm3",1.21442490627661e-56,0.780070428257429,0.76,0.088,3.40014685259325e-52,"G0","Mcm3"
"Nrip1",1.27323820147329e-56,0.751029467373196,0.756,0.02,3.56481231648492e-52,"G0","Nrip1"
"Hmgb3",2.51777812682949e-56,0.939770380026381,0.798,0.103,7.0492751994972e-52,"G0","Hmgb3"
"Jun",4.31000344933161e-56,1.27266464288959,0.832,0.114,1.20671476574387e-51,"G0","Jun"
"Mettl9",8.92690813995554e-56,-0.760504351793171,0.599,0.554,2.49935574102475e-51,"G0","Mettl9"
"Sell",1.41937982734628e-55,-1.0187361055566,0.615,0.696,3.97397964060413e-51,"G0","Sell"
"Ifi203",1.77177143583747e-55,0.88149213650563,0.76,0.041,4.96060566605776e-51,"G0","Ifi203"
"Myl12a",2.58474746109617e-55,-0.7768747566504,0.889,0.777,7.23677594157706e-51,"G0","Myl12a"
"Cd27",6.4324854366333e-54,0.710516694091794,0.752,0.066,1.80096727254859e-49,"G0","Cd27"
"Cks1b",8.03968519731897e-54,0.861335602243967,0.782,0.136,2.25095106154536e-49,"G0","Cks1b"
"Atp6v0e",2.976803568026e-52,-0.759698251749288,0.905,0.775,8.3344546297592e-48,"G0","Atp6v0e"
"Muc13",5.24117732637843e-52,0.798401341663734,0.687,0.019,1.46742482783943e-47,"G0","Muc13"
"Dnmt1",5.90723333587105e-52,0.693738230483899,0.76,0.103,1.65390718937718e-47,"G0","Dnmt1"
"Dstn",1.22017045959205e-51,-0.98550207951799,0.718,0.56,3.41623325276582e-47,"G0","Dstn"
"Ngp",1.28799235940745e-51,-2.84391124393373,0.996,0.526,3.60612100786898e-47,"G0","Ngp"
"Ifitm3",1.59627345967864e-51,-0.878962912853381,0.996,0.941,4.46924643240826e-47,"G0","Ifitm3"
"Junb",2.67332190468947e-51,-1.21139212549364,0.824,0.772,7.48476666874957e-47,"G0","Junb"
"Rnf149",6.63937842385641e-51,-0.857695690568645,0.481,0.426,1.85889317111132e-46,"G0","Rnf149"
"Nrgn",6.88312641639223e-51,0.855424869753658,0.714,0.007,1.9271377340615e-46,"G0","Nrgn"
"Neat1",7.53754849759244e-51,-1.067313904115,0.744,0.665,2.11036282835593e-46,"G0","Neat1"
"Dck",1.18407414146228e-50,-0.699859539300141,0.305,0.333,3.3151707812661e-46,"G0","Dck"
"Clec12a",2.07698445944366e-50,-0.75359193595022,0.37,0.474,5.81514108955035e-46,"G0","Clec12a"
"Egfl7",2.44251017078598e-50,0.723963492792845,0.71,0.031,6.83853997616658e-46,"G0","Egfl7"
"Ptp4a1",1.00578463990332e-48,-0.791155949896279,0.595,0.541,2.81599583480132e-44,"G0","Ptp4a1"
"Rgs2",1.07993765714559e-48,-1.06641063160231,0.664,0.725,3.02360945247622e-44,"G0","Rgs2"
"Myct1",1.90170355055278e-48,0.772130537542385,0.687,0.004,5.32438960083767e-44,"G0","Myct1"
"Zbtb20",3.89562906831269e-48,0.823030277236809,0.721,0.053,1.09069822654619e-43,"G0","Zbtb20"
"Rgs1",1.09521029881789e-46,0.976581066439459,0.725,0.017,3.06636979463033e-42,"G0","Rgs1"
"Elane",1.36383510326719e-44,-0.934487036020924,0.92,0.244,3.81846552212747e-40,"G0","Elane"
"Camp",2.56980100989988e-44,-2.90603469097283,0.985,0.504,7.19492886751768e-40,"G0","Camp"
"Lig1",4.1991461752516e-44,0.789404636458095,0.71,0.095,1.17567694614694e-39,"G0","Lig1"
"Hist1h2ap",2.20221325633655e-43,1.40288048764614,0.802,0.134,6.16575667509106e-39,"G0","Hist1h2ap"
"Ssh2",1.30909624154297e-42,-0.745128657805277,0.447,0.418,3.66520765707202e-38,"G0","Ssh2"
"Serpina3g",1.57689204415698e-42,0.720498562669486,0.645,0.011,4.41498234523072e-38,"G0","Serpina3g"
"Ppp1r18",5.38764757168062e-42,-0.701108943200854,0.531,0.529,1.50843356711914e-37,"G0","Ppp1r18"
"Ier5",1.09649795111106e-41,-0.801410380125151,0.397,0.407,3.06997496352075e-37,"G0","Ier5"
"Emb",1.15383133627608e-41,-0.917060181136877,0.668,0.734,3.23049697530578e-37,"G0","Emb"
"Fam32a",3.28024607832127e-41,-0.798265164070983,0.737,0.63,9.1840329700839e-37,"G0","Fam32a"
"Zeb2",2.16172983729553e-40,0.731773602292527,0.74,0.112,6.05241119846001e-36,"G0","Zeb2"
"Supt4a",5.50846029800296e-40,-0.758532601036831,0.92,0.757,1.54225871423487e-35,"G0","Supt4a"
"Glipr1",6.45680336518076e-40,-0.844975488421435,0.748,0.618,1.80777580618331e-35,"G0","Glipr1"
"Lmnb1",2.12500183000327e-39,-0.837965913038503,0.786,0.72,5.94958012364316e-35,"G0","Lmnb1"
"Fos",2.50981274904751e-39,-1.08794032541665,0.79,0.7,7.02697373478322e-35,"G0","Fos"
"Hmha1",4.05463002264716e-39,-0.738903625288024,0.725,0.602,1.13521531374075e-34,"G0","Hmha1"
"D8Ertd738e",7.04670861734263e-39,-0.750528153476129,0.947,0.788,1.97293747868359e-34,"G0","D8Ertd738e"
"Zyx",1.97576220591211e-38,-0.788034543654235,0.874,0.715,5.53173902411272e-34,"G0","Zyx"
"Dusp2",5.05654628552624e-38,0.773186788884558,0.649,0.055,1.41573182902164e-33,"G0","Dusp2"
"Fcnb",5.13432072413965e-38,-0.742288175125636,0.168,0.171,1.43750711634462e-33,"G0","Fcnb"
"Hlf",1.44652193604664e-37,0.746677735903921,0.599,0.014,4.04997211654338e-33,"G0","Hlf"
"Gata2",8.89479913589423e-37,0.729959674223895,0.565,0.009,2.49036586206767e-32,"G0","Gata2"
"Top2a",5.18160922297288e-32,0.991819360707634,0.653,0.128,1.45074695024795e-27,"G0","Top2a"
"Srgn",3.88227478940637e-31,-0.891640841689366,1,0.88,1.08695929553799e-26,"G0","Srgn"
"Hmgn2",9.78630161171366e-30,-0.871431738903917,0.897,0.742,2.73996872524759e-25,"G0","Hmgn2"
"Isg15",2.48056638719242e-28,-0.956243019143932,0.29,0.261,6.94508977086135e-24,"G0","Isg15"
"2810474O19Rik",4.92644396022114e-28,-0.752861922448836,0.611,0.474,1.37930577998272e-23,"G0","2810474O19Rik"
"Cd69",5.7635908351303e-28,0.891558957491877,0.55,0.046,1.61369016201978e-23,"G0","Cd69"
"Myl10",1.15328555421248e-25,0.776001026917814,0.458,0.009,3.2289688946841e-21,"G0","Myl10"
"Hist1h2bc",3.18938827667534e-23,-0.748409654456257,0.37,0.454,8.92964929703562e-19,"G0","Hist1h2bc"
"Ccl4",2.61058686252513e-18,0.70787701839512,0.466,0.066,7.30912109769785e-14,"G0","Ccl4"
"Wfdc17",8.77620047454517e-14,-1.25659866311932,0.42,0.367,2.45716060886316e-09,"G0","Wfdc17"
"Dntt",6.71705884890331e-11,0.713184295121499,0.21,0.003,1.88064213651595e-06,"G0","Dntt"
"Pf4",1.13545010410447e-10,1.85636284160581,0.309,0.022,3.17903320147169e-06,"G0","Pf4"
"Cxcl2",8.47564435945957e-10,-0.901339482714883,0.321,0.229,2.37301090776149e-05,"G0","Cxcl2"
"Elane.1",0,3.99672208021513,0.997,0.215,0,"G1","Elane"
"Prtn3",0,3.67297496909947,0.997,0.173,0,"G1","Prtn3"
"Mpo",0,3.52773012284612,0.997,0.171,0,"G1","Mpo"
"Ctsg",0,3.47173887761796,0.997,0.111,0,"G1","Ctsg"
"Ms4a3",0,2.52154461410927,0.978,0.116,0,"G1","Ms4a3"
"Calr.1",0,2.46734104075689,0.999,0.222,0,"G1","Calr"
"Plac8.1",0,2.4319085377738,1,0.547,0,"G1","Plac8"
"Rps2.1",0,2.39587314550891,1,0.561,0,"G1","Rps2"
"Ptma.1",0,2.37534969995139,1,0.421,0,"G1","Ptma"
"Rpl12.1",0,2.37255356308583,0.997,0.358,0,"G1","Rpl12"
"mt-Nd1.1",0,2.32402772076696,0.999,0.331,0,"G1","mt-Nd1"
"Rpl3.1",0,2.28873778333334,0.999,0.375,0,"G1","Rpl3"
"Rpl10a.1",0,2.24388017845302,0.999,0.385,0,"G1","Rpl10a"
"Rps18.1",0,2.22630799003724,1,0.633,0,"G1","Rps18"
"Rpsa.1",0,2.20926103574545,1,0.485,0,"G1","Rpsa"
"Rps20.1",0,2.20730065017443,1,0.545,0,"G1","Rps20"
"Rps17.1",0,2.18340521628252,1,0.58,0,"G1","Rps17"
"Rps19.1",0,2.17988117207192,1,0.731,0,"G1","Rps19"
"Hsp90ab1.1",0,2.163937290692,0.999,0.416,0,"G1","Hsp90ab1"
"mt-Atp6.1",0,2.1420146707593,0.997,0.712,0,"G1","mt-Atp6"
"Rps12.1",0,2.13844830018676,1,0.778,0,"G1","Rps12"
"Rpl36a.1",0,2.13832081390712,1,0.432,0,"G1","Rpl36a"
"Rpl32.1",0,2.10222960198853,1,0.767,0,"G1","Rpl32"
"Rps8.1",0,2.07387373710239,1,0.762,0,"G1","Rps8"
"Rplp1.1",0,2.06788426458372,1,0.783,0,"G1","Rplp1"
"Npm1.1",0,2.0674477909295,0.993,0.214,0,"G1","Npm1"
"Rpl14.1",0,2.03863249071698,1,0.53,0,"G1","Rpl14"
"Rps4x.1",0,2.03646647135061,0.999,0.658,0,"G1","Rps4x"
"mt-Cytb.1",0,2.01955877598448,1,0.491,0,"G1","mt-Cytb"
"Rpl35.1",0,1.98356335966643,0.997,0.503,0,"G1","Rpl35"
"Rps5.1",0,1.9734031698358,1,0.691,0,"G1","Rps5"
"mt-Co3.1",0,1.96668072463269,0.996,0.745,0,"G1","mt-Co3"
"Rpl4.1",0,1.95847558949905,0.999,0.552,0,"G1","Rpl4"
"mt-Nd2.1",0,1.95841677697139,0.993,0.213,0,"G1","mt-Nd2"
"Rpl6.1",0,1.94823738847572,1,0.671,0,"G1","Rpl6"
"Hsp90aa1.1",0,1.9409255148374,0.99,0.225,0,"G1","Hsp90aa1"
"Gnb2l1.1",0,1.92902171862183,1,0.383,0,"G1","Gnb2l1"
"mt-Nd4.1",0,1.90687559298937,0.996,0.422,0,"G1","mt-Nd4"
"Rpl28.1",0,1.90027087477447,0.999,0.713,0,"G1","Rpl28"
"Rpl5.1",0,1.89274402949051,1,0.447,0,"G1","Rpl5"
"Rpl13.1",0,1.8911828209884,1,0.802,0,"G1","Rpl13"
"Ppia.1",0,1.87983306051274,1,0.556,0,"G1","Ppia"
"Rps23.1",0,1.8697164795117,1,0.9,0,"G1","Rps23"
"Rpl22l1.1",0,1.86152614179495,0.999,0.292,0,"G1","Rpl22l1"
"Rpl22.1",0,1.85923858541567,1,0.408,0,"G1","Rpl22"
"Rpl36al.1",0,1.8525223893493,0.999,0.311,0,"G1","Rpl36al"
"Rps6.1",0,1.82616843141677,1,0.794,0,"G1","Rps6"
"Rps7.1",0,1.81773072022159,0.997,0.75,0,"G1","Rps7"
"Rpl10.1",0,1.81086363047185,1,0.789,0,"G1","Rpl10"
"Rpl36.1",0,1.80500509843814,1,0.616,0,"G1","Rpl36"
"Atp5g1.1",0,1.7965764174831,0.994,0.185,0,"G1","Atp5g1"
"Snrpf.1",0,1.79531589734704,0.997,0.147,0,"G1","Snrpf"
"Rps15a.1",0,1.79087875391013,1,0.781,0,"G1","Rps15a"
"Rplp0.1",0,1.79027336627452,1,0.787,0,"G1","Rplp0"
"Ran.1",0,1.78785314545253,0.996,0.237,0,"G1","Ran"
"Rps28.1",0,1.77424125949068,0.999,0.702,0,"G1","Rps28"
"Rps3a1.1",0,1.76633338606402,1,0.811,0,"G1","Rps3a1"
"mt-Co2.1",0,1.75621611868734,0.997,0.621,0,"G1","mt-Co2"
"Serbp1.1",0,1.74952876769465,0.997,0.258,0,"G1","Serbp1"
"Rpl19.1",0,1.7361455862322,1,0.767,0,"G1","Rpl19"
"Rpl31.1",0,1.73244539773036,1,0.712,0,"G1","Rpl31"
"Rpl26.1",0,1.71792163668139,1,0.803,0,"G1","Rpl26"
"Eef1a1.1",0,1.71751762685424,1,0.814,0,"G1","Eef1a1"
"Rps24.1",0,1.71735505371562,1,0.81,0,"G1","Rps24"
"Rpl7a.1",0,1.71040286474706,0.999,0.54,0,"G1","Rpl7a"
"Sdf2l1",0,1.70221049217352,0.984,0.058,0,"G1","Sdf2l1"
"Ncl.1",0,1.69200803264956,0.987,0.252,0,"G1","Ncl"
"Rplp2.1",0,1.68455943993255,1,0.88,0,"G1","Rplp2"
"Mif.1",0,1.68361253713788,0.985,0.152,0,"G1","Mif"
"Rpl13a.1",0,1.6772019121011,1,0.889,0,"G1","Rpl13a"
"Rpl39.1",0,1.67554952445748,1,0.815,0,"G1","Rpl39"
"Rps11.1",0,1.66676753980106,1,0.813,0,"G1","Rps11"
"Krtcap2.1",0,1.65510022161043,0.996,0.113,0,"G1","Krtcap2"
"Rps15.1",0,1.65455842773318,1,0.774,0,"G1","Rps15"
"Rpl8.1",0,1.6507225976715,1,0.772,0,"G1","Rpl8"
"Rpl27a.1",0,1.63844592153189,1,0.828,0,"G1","Rpl27a"
"Rpl23.1",0,1.63523057569999,1,0.878,0,"G1","Rpl23"
"Eef1b2.1",0,1.63201256708179,0.999,0.421,0,"G1","Eef1b2"
"Ssr4.1",0,1.62434985268345,0.994,0.249,0,"G1","Ssr4"
"Eef1g.1",0,1.62193745423514,0.996,0.3,0,"G1","Eef1g"
"Rpl7.1",0,1.62149894448028,0.999,0.728,0,"G1","Rpl7"
"Rpl11.1",0,1.61539075157199,1,0.791,0,"G1","Rpl11"
"Hsp90b1.1",0,1.5848470760393,0.993,0.198,0,"G1","Hsp90b1"
"Erh.1",0,1.58145954621664,0.996,0.182,0,"G1","Erh"
"Hspe1.1",0,1.58009812862241,0.985,0.125,0,"G1","Hspe1"
"Rpl15.1",0,1.56867841516825,0.999,0.394,0,"G1","Rpl15"
"Ranbp1.1",0,1.56592600389532,0.99,0.128,0,"G1","Ranbp1"
"Rps21.1",0,1.55969515540663,1,0.725,0,"G1","Rps21"
"Hint1.1",0,1.55810998514158,0.999,0.243,0,"G1","Hint1"
"Rps3.1",0,1.54977595762093,1,0.862,0,"G1","Rps3"
"Nme1.1",0,1.53707894998034,0.991,0.098,0,"G1","Nme1"
"Nop10.1",0,1.53434273049372,0.994,0.17,0,"G1","Nop10"
"Set.1",0,1.53056853664532,0.985,0.123,0,"G1","Set"
"Etfb",0,1.52641322542451,0.993,0.177,0,"G1","Etfb"
