Gene symbol,G0,G1,G2,G3a,G4,G5a,G5b,G5c,G3b,,Top2a,Gene symbol,Mono,DC,B,T
1110020A21Rik,0.019118546,0.011160392,0.006428015,0.008523784,0.002009162,0.00220346,0.010686994,0.017183554,0.007387079,,,1110020A21Rik,0.008818535,0.011198116,0.028123735,0.010523896
Ppm1b,0.334432231,0.257126142,0.21668834,0.135795649,0.103087649,0.146726837,0.185836397,0.140381252,0.202122458,,,Ppm1b,0.217537415,0.271286871,0.33851836,0.355310198
Slc3a1,0,0.000359861,0,0,0,0,0,0,0,,,Slc3a1,0.000956329,0,0.002072219,0.001698579
Prepl,0.048368455,0.055956585,0.004676692,0.003795748,0.002099898,0.002861681,0.013798281,0.008936067,0.00878432,,,Prepl,0.020747856,0.049178848,0.015732631,0.021152948
Camkmt,0.008298753,0.003867002,0.000653714,0.006448871,0.004192974,0.002757914,0.003007503,0.004288976,0,,,Camkmt,0.008707404,0.006684082,0.014335893,0.006443903
Six3,0,0,0,0,0,0,0,0,0,,,Six3,0,0,0,0
Gm28528,0,0,0,0,0,0,0,0,0,,,Gm28528,0,0,0,0
Six2,0,0,0,0,0,0,0,0,0,,,Six2,0,0,0,0
Gm29418,0,0,0,0,0,0,0,0,0,,,Gm29418,0,0,0,0
Srbd1,0.121199274,0.107562015,0.056599818,0.014522624,0.019750934,0.005435434,0.00731933,0.02619471,0.022501599,,,Srbd1,0.048691647,0.126814618,0.108068144,0.087401202
Prkce,0.26263758,0.051480478,0.026799221,0.005588394,0.01004478,0.011389889,0.026897559,0.026522663,0,,,Prkce,0.096622995,0.113163483,0.375974953,0.034009381
2010106C02Rik,0,0,0,0,0,0,0,0,0,,,2010106C02Rik,0,0,0,0
Gm10309,0,0.000429569,0,0,0,0,0,0,0,,,Gm10309,0,0,0,0
Epas1,0.003904648,0,0,0,0,0,0,0,0,,,Epas1,0.002641314,0,0,0.005096245
Gm29168,0,0,0,0,0,0,0,0,0,,,Gm29168,0,0,0,0
Tmem247,0,0,0,0,0,0,0,0,0,,,Tmem247,0,0,0,0
Atp6v1e2,0,0,0,0,0,0,0,0,0,,,Atp6v1e2,0,0,0,0
Rhoq,0.097646019,0.012881013,0.002944537,0.018833095,0.007769163,0.012295471,0.009593647,0.016497928,0.066883859,,,Rhoq,0.17131901,0.292344928,0.179700419,0.063589322
Pigf,0.141930394,0.104584466,0.04883518,0.021843945,0.012972875,0.008067913,0.041064687,0.006331695,0.022577868,,,Pigf,0.214642988,0.084166756,0.126822287,0.111384497
Cript,0.872479549,0.776599984,0.855585836,1.333680819,1.451680673,1.956669896,2.55097248,2.105419957,1.510331714,,,Cript,1.447248814,1.156697312,1.245985263,0.976148192
Socs5,0.093768163,0.020098141,0,0.000571484,0.006167731,0.006922307,0.009251544,0.00926118,0,,,Socs5,0.020333126,0.029878849,0.05884807,0.040003459
Mcfd2,0.262503417,0.493148218,0.077069912,0.098437305,0.093466487,0.217839124,0.468207874,0.212440945,0.106343415,,,Mcfd2,0.212896109,0.23439055,0.155734303,0.13107792
4833418N02Rik,0.054069472,0.024557802,0.012577961,0.03977799,0.033845223,0.067298202,0.156855866,0.09857001,0.018964291,,,4833418N02Rik,0.032479006,0.029491552,0.035071549,0.014480123
Ttc7,0.317978712,0.31043253,0.163434586,0.244026655,0.31639371,0.89420953,1.192662874,1.028502959,0.383159841,,,Ttc7,0.629683536,0.600693844,0.426723716,0.353036886
Gm15978,0,0,0,0,0,0,0,0,0,,,Gm15978,0,0,0,0
0610012D04Rik,0,0,0,0,0,0,0,0,0,,,0610012D04Rik,0,0,0,0
1700011E24Rik,0,0,0,0,0,0,0,0,0,,,1700011E24Rik,0.000886578,0,0,0
Calm2,5.337139588,4.694369473,6.923216265,2.271156759,3.012577738,5.022196285,8.526227114,5.708565787,2.618380823,,,Calm2,4.371736331,4.293638674,5.91289726,3.126859613
Gm28676,0,0,0,0,0,0,0,0,0,,,Gm28676,0,0,0,0
Epcam,0.01174811,0.00038978,0,0.002129958,0,0.001066213,0.001470302,0,0,,,Epcam,0.000456979,0.131610069,0.048522896,0.04728182
Msh2,0.433183028,0.314589162,0.044557758,0.009309567,0.011885979,0.012409824,0.008706343,0.004975704,0.021712311,,,Msh2,0.086795599,0.16552136,0.259469869,0.359055367
Kcnk12,0.307400256,0.415344984,0.062819631,0.010511914,0.002885498,0.001366598,0.006880645,0.010320166,0.009049962,,,Kcnk12,0.075214447,0.047634173,0.008250567,0.003858516
Rpl36-ps4,0,0,0,0,0,0,0,0,0,,,Rpl36-ps4,0,0,0,0
Msh6,0.283912811,0.248371435,0.087381607,0.012288857,0.013234848,0.010362869,0.02176048,0.033663277,0.047847637,,,Msh6,0.072282444,0.194278499,0.16422498,0.103944661
Fbxo11,0.223360886,0.103457126,0.129290151,0.191432432,0.208217004,0.357067992,0.387317879,0.352395324,0.29465934,,,Fbxo11,0.196338767,0.212073248,0.403468168,0.220040355
Gm26612,0,0,0,0,0,0,0,0,0,,,Gm26612,0,0,0,0
Foxn2,0.149549123,0.184828749,0.257899315,0.227266441,0.291650325,0.442918481,0.537755108,0.415353234,0.341365688,,,Foxn2,0.440754004,0.225843277,0.247996841,0.285265743
Ppp1r21,0.127465269,0.219180994,0.103199138,0.060833775,0.062358782,0.068759356,0.06874558,0.048048816,0.160203728,,,Ppp1r21,0.285433253,0.20775773,0.384853721,0.140764698
Ston1,0,0.000382224,0,0,0,0,0,0,0,,,Ston1,0.000480935,0.003332245,0.010447673,0.00338563
Gtf2a1l,0,0,0,0.000354335,0,0,0,0,0,,,Gtf2a1l,0,0.003475193,0.00362342,0.001277357
Lhcgr,0.009047663,0.000594944,0,0,0,0,0,0,0,,,Lhcgr,0,0,0,0
Fshr,0,0,0,0,0,0,0,0,0,,,Fshr,0,0,0,0
Gm10184,0.011939718,0.026165052,0.080759342,0.010331773,0.006347975,0.001516822,0.002440049,0,0,,,Gm10184,0.049625254,0.024354698,0.03448282,0.00908868
Nrxn1,0.167299088,0.015929028,0.000899762,0.000717091,0.000620116,0,0,0,0,,,Nrxn1,0.00037158,0.011215716,0.06600564,0
Gm10308,0,0,0,0,0,0,0,0,0,,,Gm10308,0,0,0,0
Gm6741,0,0,0,0,0,0,0,0,0,,,Gm6741,0,0.003148787,0,0.001024235
Gm15404,0,0,0,0,0,0,0,0,0,,,Gm15404,0,0,0,0
Adcyap1,0,0,0,0,0,0,0,0,0,,,Adcyap1,0,0,0,0
Mettl4,0.025990921,0.025720481,0.013624052,0.004965487,0.004057888,0,0.001758971,0.00058126,0,,,Mettl4,0.025726449,0.063274308,0.042382918,0.039317853
Gm1976,0.007306723,0.01382223,0.002354836,0.001277442,0,0,0.001150424,0,0,,,Gm1976,0.002604392,0.00564939,0.008090808,0.006294225
Gm26734,0.004446284,0.004413444,0,0.002055903,0.000976279,0,0.006841484,0,0,,,Gm26734,0.003512079,0.018325695,0.015126115,0.006601916
Gm20939,0.008073331,0.013710781,0.003670476,0.003054113,0.000145953,0.001420552,0,0,0,,,Gm20939,0.003502383,0.003616221,0.005591863,0.013287532
Gm29277,0,0,0,0,0,0,0,0,0,,,Gm29277,0,0,0,0
Gm29089,0,0,0,0,0,0,0,0,0,,,Gm29089,0,0,0,0
Zfy1,0,0,0,0,0,0,0,0,0,,,Zfy1,0,0,0,0
Uba1y,0,0,0,0,0,0,0,0,0,,,Uba1y,0,0,0.002532569,0
Gm28588,0,0,0,0,0,0,0,0,0,,,Gm28588,0,0,0,0
Gm28587,0,0,0,0,0,0,0,0,0,,,Gm28587,0,0,0,0
Kdm5d,0,0,0,0,0,0,0,0,0,,,Kdm5d,0,0,0,0
Eif2s3y,0,0,0,0,0,0,0,0,0,,,Eif2s3y,0,0,0,0
Gm29650,0,0,0,0,0,0,0,0,0,,,Gm29650,0,0,0,0
Uty,0,0,0,0,0,0,0,0,0,,,Uty,0,0,0,0
Ddx3y,0,0,0,0,0,0,0,0,0,,,Ddx3y,0,0,0,0
Usp9y,0,0,0,0,0,0,0,0,0,,,Usp9y,0,0,0,0
Zfy2,0,0,0,0,0,0,0,0,0,,,Zfy2,0,0,0,0
Gm6026,0,0,0,0,0,0,0,0,0,,,Gm6026,0,0,0,0
Sry,0,0,0,0,0,0,0,0,0,,,Sry,0,0,0,0
Gm16501,0,0,0,0,0,0,0,0,0,,,Gm16501,0,0,0,0
Gm4064,0,0,0,0,0,0,0,0,0,,,Gm4064,0,0,0,0
Rbmy,0,0,0,0,0,0,0,0,0,,,Rbmy,0,0,0,0
Gm10256,0,0,0,0,0,0,0,0,0,,,Gm10256,0,0,0,0
Gm10352,0,0,0,0,0,0,0,0,0,,,Gm10352,0,0,0,0
Gm29289,0,0,0,0,0,0,0,0,0,,,Gm29289,0,0,0,0
Gm21677,0,0,0,0,0,0,0,0,0,,,Gm21677,0,0,0,0
Gm21693,0,0,0,0,0,0,0,0,0,,,Gm21693,0,0,0,0
Gm21704,0,0,0,0,0,0,0,0,0,,,Gm21704,0,0,0,0
Gm21708,0,0,0,0,0,0,0,0,0,,,Gm21708,0,0,0,0
Gm3376,0,0,0,0,0,0,0,0,0,,,Gm3376,0,0,0,0
Gm28242,0,0,0,0,0,0,0,0,0,,,Gm28242,0,0,0,0
Gm28357,0,0,0,0,0,0,0,0,0,,,Gm28357,0,0,0,0
Gm29351,0,0,0,0,0,0,0,0,0,,,Gm29351,0,0,0,0
Gm29349,0,0,0,0,0,0,0,0,0,,,Gm29349,0,0,0,0
Gm20918,0,0,0,0,0,0,0,0,0,,,Gm20918,0,0,0,0
Gm29353,0,0,0,0,0,0,0,0,0,,,Gm29353,0,0,0,0
Gm21820,0,0,0,0,0,0,0,0,0,,,Gm21820,0,0,0,0
Gm29158,0,0,0,0,0,0,0,0,0,,,Gm29158,0,0,0,0
Gm21854,0,0,0,0,0,0,0,0,0,,,Gm21854,0,0,0,0
Gm20914,0,0,0,0,0,0,0,0,0,,,Gm20914,0,0,0,0
Gm28171,0,0,0,0,0,0,0,0,0,,,Gm28171,0,0,0,0
Gm28173,0,0,0,0,0,0,0,0,0,,,Gm28173,0,0,0,0
Gm29194,0,0,0,0,0,0,0,0,0,,,Gm29194,0,0,0,0
Gm21778,0,0,0,0,0,0,0,0,0,,,Gm21778,0,0,0,0
Gm29198,0,0,0,0,0,0,0,0,0,,,Gm29198,0,0,0,0
Gm29193,0,0,0,0,0,0,0,0,0,,,Gm29193,0,0,0,0
Gm28430,0,0,0,0,0,0,0,0,0,,,Gm28430,0,0,0,0
Gm21746,0,0,0,0,0,0,0,0,0,,,Gm21746,0,0,0,0
Gm28593,0,0,0,0,0,0,0,0,0,,,Gm28593,0,0,0,0
Gm20873,0,0,0,0,0,0,0,0,0,,,Gm20873,0,0,0,0
Gm28919,0,0,0,0,0,0,0,0,0,,,Gm28919,0,0,0,0
Gm21719,0,0,0,0,0,0,0,0,0,,,Gm21719,0,0,0,0
Gm28444,0,0,0,0,0,0,0,0,0,,,Gm28444,0,0,0,0
Gm20830,0,0,0,0,0,0,0,0,0,,,Gm20830,0,0,0,0
Gm28442,0,0,0,0,0,0,0,0,0,,,Gm28442,0,0,0,0
Gm28445,0,0,0,0,0,0,0,0,0,,,Gm28445,0,0,0,0
Gm28999,0,0,0,0,0,0,0,0,0,,,Gm28999,0,0,0,0
Gm21244,0,0,0,0,0,0,0,0,0,,,Gm21244,0,0,0,0
Gm28998,0,0,0,0,0,0,0,0,0,,,Gm28998,0,0,0,0
Gm28398,0,0,0,0,0,0,0,0,0,,,Gm28398,0,0,0,0
Gm28395,0,0,0,0,0,0,0,0,0,,,Gm28395,0,0,0,0
Gm21788,0,0,0,0,0,0,0,0,0,,,Gm21788,0,0,0,0
Gm28394,0,0,0,0,0,0,0,0,0,,,Gm28394,0,0,0,0
Gm28393,0,0,0,0,0,0,0,0,0,,,Gm28393,0,0,0,0
Gm20826,0,0,0,0,0,0,0,0,0,,,Gm20826,0,0,0,0
Gm28576,0,0,0,0,0,0,0,0,0,,,Gm28576,0,0,0,0
Gm28575,0,0,0,0,0,0,0,0,0,,,Gm28575,0,0,0,0
Gm28571,0,0,0,0,0,0,0,0,0,,,Gm28571,0,0,0,0
Gm28570,0,0,0,0,0,0,0,0,0,,,Gm28570,0,0,0,0
Gm29049,0,0,0,0,0,0,0,0,0,,,Gm29049,0,0,0,0
Gm20825,0,0,0,0,0,0,0,0,0,,,Gm20825,0,0,0,0
Gm29046,0,0,0,0,0,0,0,0,0,,,Gm29046,0,0,0,0
Gm29043,0,0,0,0,0,0,0,0,0,,,Gm29043,0,0,0,0
Gm29044,0,0,0,0,0,0,0,0,0,,,Gm29044,0,0,0,0
Gm20824,0,0,0,0,0,0,0,0,0,,,Gm20824,0,0,0,0
Gm28147,0,0,0,0,0,0,0,0,0,,,Gm28147,0,0,0,0
Gm28331,0,0,0,0,0,0,0,0,0,,,Gm28331,0,0,0,0
Gm20815,0,0,0,0,0,0,0,0,0,,,Gm20815,0,0,0,0
Gm29364,0,0,0,0,0,0,0,0,0,,,Gm29364,0,0,0,0
Gm29363,0,0,0,0,0,0,0,0,0,,,Gm29363,0,0,0,0
Gm21292,0,0,0,0,0,0,0,0,0,,,Gm21292,0,0,0,0
Gm21721,0,0,0,0,0,0,0,0,0,,,Gm21721,0,0,0,0
Gm29329,0,0,0,0,0,0,0,0,0,,,Gm29329,0,0,0,0
Gm21812,0,0,0,0,0,0,0,0,0,,,Gm21812,0,0,0,0
Gm21874,0,0,0,0,0,0,0,0,0,,,Gm21874,0,0,0,0
Gm20821,0,0,0,0,0,0,0,0,0,,,Gm20821,0,0,0,0
Gm21310,0,0,0,0,0,0,0,0,0,,,Gm21310,0,0,0,0
Gm28509,0,0,0,0,0,0,0,0,0,,,Gm28509,0,0,0,0
Gm20834,0,0,0,0,0,0,0,0,0,,,Gm20834,0,0,0,0
Gm28510,0,0,0,0,0,0,0,0,0,,,Gm28510,0,0,0,0
Gm20737,0,0,0,0,0,0,0,0,0,,,Gm20737,0,0,0,0
Gm21775,0,0,0,0,0,0,0,0,0,,,Gm21775,0,0,0,0
Gm21900,0,0,0,0,0,0,0,0,0,,,Gm21900,0,0,0,0
Gm29527,0,0,0,0,0,0,0,0,0,,,Gm29527,0,0,0,0
Gm29522,0,0,0,0,0,0,0,0,0,,,Gm29522,0,0,0,0
Gm20777,0,0,0,0,0,0,0,0,0,,,Gm20777,0,0,0,0
Gm28955,0,0,0,0,0,0,0,0,0,,,Gm28955,0,0,0,0
Gm28954,0,0,0,0,0,0,0,0,0,,,Gm28954,0,0,0,0
Gm20828,0,0,0,0,0,0,0,0,0,,,Gm20828,0,0,0,0
Gm28656,0,0,0,0,0,0,0,0,0,,,Gm28656,0,0,0,0
Gm29554,0,0,0,0,0,0,0,0,0,,,Gm29554,0,0,0,0
Gm20812,0,0,0,0,0,0,0,0,0,,,Gm20812,0,0,0,0
Gm37739,0,0,0,0,0,0,0,0,0,,,Gm37739,0,0,0,0
Gm20807,0,0,0,0,0,0,0,0,0,,,Gm20807,0,0,0,0
Gm38084,0,0,0,0,0,0,0,0,0,,,Gm38084,0,0,0,0
Gm37231,0,0,0,0,0,0,0,0,0,,,Gm37231,0,0,0,0
Gm21891,0,0,0,0,0,0,0,0,0,,,Gm21891,0,0,0,0
Gm21425,0,0,0,0,0,0,0,0,0,,,Gm21425,0,0,0,0
Gm37252,0,0,0,0,0,0,0,0,0,,,Gm37252,0,0,0,0
Gm21828,0,0,0,0,0,0,0,0,0,,,Gm21828,0,0,0,0
Gm21440,0,0,0,0,0,0,0,0,0,,,Gm21440,0,0,0,0
Gm21454,0,0,0,0,0,0,0,0,0,,,Gm21454,0,0,0,0
Gm37147,0,0,0,0,0,0,0,0,0,,,Gm37147,0,0,0,0
Gm38159,0,0,0,0,0,0,0,0,0,,,Gm38159,0,0,0,0
Gm21725,0,0,0,0,0,0,0,0,0,,,Gm21725,0,0,0,0
Gm37870,0,0,0,0,0,0,0,0,0,,,Gm37870,0,0,0,0
Gm37378,0,0,0,0,0,0,0,0,0,,,Gm37378,0,0,0,0
Gm21866,0,0,0,0,0,0,0,0,0,,,Gm21866,0,0,0,0
Gm20773,0,0,0,0,0,0,0,0,0,,,Gm20773,0,0,0,0
Gm37561,0,0,0,0,0,0,0,0,0,,,Gm37561,0,0,0,0
Gm37263,0,0,0,0,0,0,0,0,0,,,Gm37263,0,0,0,0
Gm21767,0,0,0,0,0,0,0,0,0,,,Gm21767,0,0,0,0
Gm37130,0,0,0,0,0,0,0,0,0,,,Gm37130,0,0,0,0
Gm37467,0,0,0,0,0,0,0,0,0,,,Gm37467,0,0,0,0
Gm38363,0,0,0,0,0,0,0,0,0,,,Gm38363,0,0,0,0
Gm30174,0,0,0,0,0,0,0,0,0,,,Gm30174,0,0,0,0
Gm30353,0,0,0,0,0,0,0,0,0,,,Gm30353,0,0,0,0
Gm30686,0,0,0,0,0,0,0,0,0,,,Gm30686,0,0,0,0
Gm30737,0,0,0,0,0,0,0,0,0,,,Gm30737,0,0,0,0
Gm37654,0,0,0,0,0,0,0,0,0,,,Gm37654,0,0,0,0
Gm37572,0,0,0,0,0,0,0,0,0,,,Gm37572,0,0,0,0
Gm37344,0,0,0,0,0,0,0,0,0,,,Gm37344,0,0,0,0
Gm37059,0,0,0,0,0,0,0,0,0,,,Gm37059,0,0,0,0
Gm31942,0,0,0,0,0,0,0,0,0,,,Gm31942,0,0,0,0
Gm37440,0,0,0,0,0,0,0,0,0,,,Gm37440,0,0,0,0
Gm37577,0,0,0,0,0,0,0,0,0,,,Gm37577,0,0,0,0
Gm20822,0,0,0,0,0,0,0,0,0,,,Gm20822,0,0,0,0
Gm21809,0,0,0,0,0,0,0,0,0,,,Gm21809,0,0,0,0
Gm20877,0,0,0,0,0,0,0,0,0,,,Gm20877,0,0,0,0
Gm38003,0,0,0,0,0,0,0,0,0,,,Gm38003,0,0,0,0
Rbm31y,0,0,0,0,0,0,0,0,0,,,Rbm31y,0,0,0,0
Gm37865,0,0,0,0,0,0,0,0,0,,,Gm37865,0,0,0,0
Gm36941,0,0,0,0,0,0,0,0,0,,,Gm36941,0,0,0,0
Gm21904,0,0,0,0,0,0,0,0,0,,,Gm21904,0,0,0,0
Gm37937,0,0,0,0,0,0,0,0,0,,,Gm37937,0,0,0,0
Gm20831,0,0,0,0,0,0,0,0,0,,,Gm20831,0,0,0,0
Gm20772,0,0,0,0,0,0,0,0,0,,,Gm20772,0,0,0,0
Gm37286,0,0,0,0,0,0,0,0,0,,,Gm37286,0,0,0,0
Srsy,0,0,0,0,0,0,0,0,0,,,Srsy,0,0,0,0
Gm38028,0,0,0,0,0,0,0,0,0,,,Gm38028,0,0,0,0
Gm21764,0,0,0,0,0,0,0,0,0,,,Gm21764,0,0,0,0
Ssty1,0,0,0,0,0,0,0,0,0,,,Ssty1,0,0,0,0
Gm38072,0,0,0,0,0,0,0,0,0,,,Gm38072,0,0,0,0
Gm37473,0,0,0,0,0,0,0,0,0,,,Gm37473,0,0,0,0
Gm37656,0,0,0,0,0,0,0,0,0,,,Gm37656,0,0,0,0
Gm38127,0,0,0,0,0,0,0,0,0,,,Gm38127,0,0,0,0
Gm38361,0,0,0,0,0,0,0,0,0,,,Gm38361,0,0,0,0
Gm38209,0,0,0,0,0,0,0,0,0,,,Gm38209,0,0,0,0
Gm21822,0,0,0,0,0,0,0,0,0,,,Gm21822,0,0,0,0
Gm37734,0,0,0,0,0,0,0,0,0,,,Gm37734,0,0,0,0
Gm38013,0,0,0,0,0,0,0,0,0,,,Gm38013,0,0,0,0
Gm37948,0,0,0,0,0,0,0,0,0,,,Gm37948,0,0,0,0
Gm34550,0,0,0,0,0,0,0,0,0,,,Gm34550,0,0,0,0
Gm37544,0,0,0,0,0,0,0,0,0,,,Gm37544,0,0,0,0
Gm34716,0,0,0,0,0,0,0,0,0,,,Gm34716,0,0,0,0
Gm37635,0,0,0,0,0,0,0,0,0,,,Gm37635,0,0,0,0
Gm35070,0,0,0,0,0,0,0,0,0,,,Gm35070,0,0,0,0
Gm35134,0,0,0,0,0,0,0,0,0,,,Gm35134,0,0,0,0
Gm37998,0,0,0,0,0,0,0,0,0,,,Gm37998,0,0,0,0
Gm38168,0,0,0,0,0,0,0,0,0,,,Gm38168,0,0,0,0
Gm37740,0,0,0,0,0,0,0,0,0,,,Gm37740,0,0,0,0
Gm36261,0,0,0,0,0,0,0,0,0,,,Gm36261,0,0,0,0
Gm37898,0,0,0,0,0,0,0,0,0,,,Gm37898,0,0,0,0
Gm36467,0,0,0,0,0,0,0,0,0,,,Gm36467,0,0,0,0
Gm37927,0,0,0,0,0,0,0,0,0,,,Gm37927,0,0,0,0
Gm36929,0,0,0,0,0,0,0,0,0,,,Gm36929,0,0,0,0
Gm38174,0,0,0,0,0,0,0,0,0,,,Gm38174,0,0,0,0
Gm29866,0,0,0,0,0,0,0,0,0,,,Gm29866,0,0,0,0
Gm36950,0,0,0,0,0,0,0,0,0,,,Gm36950,0,0,0,0
Gm20909,0,0,0,0,0,0,0,0,0,,,Gm20909,0,0,0,0
Gm20865,0,0,0,0,0,0,0,0,0,,,Gm20865,0,0,0,0
Gm37462,0,0,0,0,0,0,0,0,0,,,Gm37462,0,0,0,0
Gm38370,0,0,0,0,0,0,0,0,0,,,Gm38370,0,0,0,0
Gm38054,0,0,0,0,0,0,0,0,0,,,Gm38054,0,0,0,0
Gm37690,0,0,0,0,0,0,0,0,0,,,Gm37690,0,0,0,0
Gm31571,0,0,0,0,0,0,0,0,0,,,Gm31571,0,0,0,0
Gm32114,0,0,0,0,0,0,0,0,0,,,Gm32114,0,0,0,0
Gm37075,0,0,0,0,0,0,0,0,0,,,Gm37075,0,0,0,0
Gm38371,0,0,0,0,0,0,0,0,0,,,Gm38371,0,0,0,0
Gm37657,0,0,0,0,0,0,0,0,0,,,Gm37657,0,0,0,0
Gm37721,0,0,0,0,0,0,0,0,0,,,Gm37721,0,0,0,0
Gm21366,0,0,0,0,0,0,0,0,0,,,Gm21366,0,0,0,0
Gm33954,0,0,0,0,0,0,0,0,0,,,Gm33954,0,0,0,0
Gm37538,0,0,0,0,0,0,0,0,0,,,Gm37538,0,0,0,0
Gm34217,0,0,0,0,0,0,0,0,0,,,Gm34217,0,0,0,0
Gm37952,0,0,0,0,0,0,0,0,0,,,Gm37952,0,0,0,0
Gm37454,0,0,0,0,0,0,0,0,0,,,Gm37454,0,0,0,0
Gm37840,0,0,0,0,0,0,0,0,0,,,Gm37840,0,0,0,0
Gm37574,0,0,0,0,0,0,0,0,0,,,Gm37574,0,0,0,0
Gm35670,0,0,0,0,0,0,0,0,0,,,Gm35670,0,0,0,0
Gm37687,0,0,0,0,0,0,0,0,0,,,Gm37687,0,0,0,0
Gm38296,0,0,0,0,0,0,0,0,0,,,Gm38296,0,0,0,0
Gm36345,0,0,0,0,0,0,0,0,0,,,Gm36345,0,0,0,0
Gm37157,0,0,0,0,0,0,0,0,0,,,Gm37157,0,0,0,0
Gm20809,0,0,0,0,0,0,0,0,0,,,Gm20809,0,0,0,0
Gm37434,0,0,0,0,0,0,0,0,0,,,Gm37434,0,0,0,0
Gm30045,0,0,0,0,0,0,0,0,0,,,Gm30045,0,0,0,0
Gm21921,0,0,0,0,0,0,0,0,0,,,Gm21921,0,0,0,0
Gm37112,0,0,0,0,0,0,0,0,0,,,Gm37112,0,0,0,0
Gm37071,0,0,0,0,0,0,0,0,0,,,Gm37071,0,0,0,0
Gm37547,0,0,0,0,0,0,0,0,0,,,Gm37547,0,0,0,0
Gm30705,0,0,0,0,0,0,0,0,0,,,Gm30705,0,0,0,0
Gm21773,0,0,0,0,0,0,0,0,0,,,Gm21773,0,0,0,0
Gm37451,0,0,0,0,0,0,0,0,0,,,Gm37451,0,0,0,0
Gm37875,0,0,0,0,0,0,0,0,0,,,Gm37875,0,0,0,0
Gm31422,0,0,0,0,0,0,0,0,0,,,Gm31422,0,0,0,0
Gm37798,0,0,0,0,0,0,0,0,0,,,Gm37798,0,0,0,0
Gm37346,0,0,0,0,0,0,0,0,0,,,Gm37346,0,0,0,0
Gm38136,0,0,0,0,0,0,0,0,0,,,Gm38136,0,0,0,0
Gm37808,0,0,0,0,0,0,0,0,0,,,Gm37808,0,0,0,0
Gm32181,0,0,0,0,0,0,0,0,0,,,Gm32181,0,0,0,0
Gm28853,0,0,0,0,0,0,0,0,0,,,Gm28853,0,0,0,0
Gm28852,0,0,0,0,0,0,0,0,0,,,Gm28852,0,0,0,0
Gm28858,0,0,0,0,0,0,0,0,0,,,Gm28858,0,0,0,0
Gm20890,0,0,0,0,0,0,0,0,0,,,Gm20890,0,0,0,0
Gm28245,0,0,0,0,0,0,0,0,0,,,Gm28245,0,0,0,0
Gm28246,0,0,0,0,0,0,0,0,0,,,Gm28246,0,0,0,0
Gm28249,0,0,0,0,0,0,0,0,0,,,Gm28249,0,0,0,0
Gm28250,0,0,0,0,0,0,0,0,0,,,Gm28250,0,0,0,0
Gm28244,0,0,0,0,0,0,0,0,0,,,Gm28244,0,0,0,0
Gm29021,0,0,0,0,0,0,0,0,0,,,Gm29021,0,0,0,0
Gm28880,0,0,0,0,0,0,0,0,0,,,Gm28880,0,0,0,0
Gm21488,0,0,0,0,0,0,0,0,0,,,Gm21488,0,0,0,0
Gm28454,0,0,0,0,0,0,0,0,0,,,Gm28454,0,0,0,0
Gm28878,0,0,0,0,0,0,0,0,0,,,Gm28878,0,0,0,0
Gm29399,0,0,0,0,0,0,0,0,0,,,Gm29399,0,0,0,0
Gm28799,0,0,0,0,0,0,0,0,0,,,Gm28799,0,0,0,0
Gm28798,0,0,0,0,0,0,0,0,0,,,Gm28798,0,0,0,0
Gm20894,0,0,0,0,0,0,0,0,0,,,Gm20894,0,0,0,0
Gm28938,0,0,0,0,0,0,0,0,0,,,Gm28938,0,0,0,0
Gm29122,0,0,0,0,0,0,0,0,0,,,Gm29122,0,0,0,0
Gm28985,0,0,0,0,0,0,0,0,0,,,Gm28985,0,0,0,0
Gm28725,0,0,0,0,0,0,0,0,0,,,Gm28725,0,0,0,0
Gm28984,0,0,0,0,0,0,0,0,0,,,Gm28984,0,0,0,0
Gm28987,0,0,0,0,0,0,0,0,0,,,Gm28987,0,0,0,0
Gm28986,0,0,0,0,0,0,0,0,0,,,Gm28986,0,0,0,0
Gm28129,0,0,0,0,0,0,0,0,0,,,Gm28129,0,0,0,0
Gm28127,0,0,0,0,0,0,0,0,0,,,Gm28127,0,0,0,0
Gm28128,0,0,0,0,0,0,0,0,0,,,Gm28128,0,0,0,0
Gm28132,0,0,0,0,0,0,0,0,0,,,Gm28132,0,0,0,0
Gm28130,0,0,0,0,0,0,0,0,0,,,Gm28130,0,0,0,0
Gm28131,0,0,0,0,0,0,0,0,0,,,Gm28131,0,0,0,0
Gm21679,0,0,0,0,0,0,0,0,0,,,Gm21679,0,0,0,0
Gm29316,0,0,0,0,0,0,0,0,0,,,Gm29316,0,0,0,0
Gm29315,0,0,0,0,0,0,0,0,0,,,Gm29315,0,0,0,0
Gm28216,0,0,0,0,0,0,0,0,0,,,Gm28216,0,0,0,0
Gm28217,0,0,0,0,0,0,0,0,0,,,Gm28217,0,0,0,0
Gm28092,0,0,0,0,0,0,0,0,0,,,Gm28092,0,0,0,0
Gm28091,0,0,0,0,0,0,0,0,0,,,Gm28091,0,0,0,0
Gm29580,0,0,0,0,0,0,0,0,0,,,Gm29580,0,0,0,0
Gm28089,0,0,0,0,0,0,0,0,0,,,Gm28089,0,0,0,0
Gm28088,0,0,0,0,0,0,0,0,0,,,Gm28088,0,0,0,0
Gm29579,0,0,0,0,0,0,0,0,0,,,Gm29579,0,0,0,0
Gm29582,0,0,0,0,0,0,0,0,0,,,Gm29582,0,0,0,0
